Booking ID,Flight ID,Seat Class,Seats Booked,Fare Paid,Customer ID
331,974,Economy,4,6859.995,e53c45e2-8093-4668-b2a6-16f519ffc84a
332,316,First,1,3594.8880000000004,e3c4d736-895c-4d41-826f-18d5e4a46f30
333,332,Economy,3,2341.488,64af47da-ab4f-4392-a269-94d641e912d0
334,505,Economy,3,2359.44,af9239a5-7451-4c7b-b9b2-bec17ff19549
335,586,First,4,641.7070000000001,31fd01f7-9b66-48c5-a9af-7d410b59432a
336,426,First,1,4858.776,f071edef-c997-4acf-915b-96d39b86160e
337,889,Economy,3,645.5680000000001,b10e7aea-d3c1-481b-b61b-b0331e00ed19
338,648,First,1,9078.78,ea4ee0bb-5c95-41d5-8886-c4263c0783d7
339,642,First,2,3373.6120000000005,a08be4cc-da0c-4445-8212-f49a3598f449
340,714,First,3,2709.3360000000002,7fd0f052-9cb0-45d2-a288-dce065533b01
341,302,First,3,976.6350000000001,dd45a1d0-07e1-40cb-9187-850e2fe82561
342,665,Business,2,1712.268,8059c73b-c7d3-4f8a-a8f5-30c57938585c
343,376,Business,4,2112.492,195fa6b3-cdaf-427c-91b8-a484078538c7
344,469,First,2,8720.94,62b9ebdd-1d59-4707-b997-9e8214dbd217
345,188,Economy,2,9562.86,a305b9ac-ec12-4204-8e24-26a31ba53db3
346,119,Economy,1,4915.128,4a2f3162-1e46-4e5c-a0a4-96b242a6eef3
347,966,First,2,630.66,293a693f-631a-452c-a8e1-463427d2df1a
348,187,Business,1,2124.7200000000003,e923c496-fd92-4d38-93af-5b15c6b3c525
349,928,First,4,3883.4700000000003,d960f116-20c4-45d8-b416-41b5007d468e
350,33,Economy,3,3203.0399999999995,98fb330a-d39c-4a9b-bd1b-ef8eb37f5285
351,291,First,4,760.632,9e292767-8c58-4b6c-b0c6-05031e72e6ed
352,989,First,3,4215.761,2543e4c5-245a-4416-a98e-c2f3bcc849fa
353,38,First,3,3639.3500000000004,9c28fadd-349d-413e-ab88-3be7bf9ae0c0
354,671,Business,2,1525.15,47490b5a-8546-4de1-87cd-607781a810b6
355,742,Economy,1,557.376,76918567-8adb-4c8d-9507-7ca4907d78a0
356,70,Economy,1,1214.96,547dfcf4-f723-4069-ab1e-4bf65393ad7a
357,427,Economy,3,4691.07,cdde2ef9-af10-4460-b6a1-c8dbde53862c
358,899,Economy,1,3787.0499999999997,449eaf4b-ff62-4560-a890-767fba424a84
359,200,First,4,6124.28,21847107-48ac-4f28-bd12-9bd58e0c633b
360,663,Economy,1,4795.512,d01afbab-a8c0-4af0-ad6d-b16a8c4ddea8
361,679,First,2,4967.18,fb1384e0-e558-4593-9391-20e274ce6d76
362,509,Economy,2,2344.395,8c047a50-adb9-48bb-84a5-f6beae5c620a
363,593,Business,3,1440.4170000000001,f1394cd7-2ddf-48b4-8a3f-aa5cf4d73811
364,955,Business,2,2385.015,f2f83fcd-b797-489d-8207-84f772d535ff
365,662,Business,2,5533.56,718a81e0-e8b3-4cf7-a7d5-7db007aff995
366,512,First,4,7273.799999999999,51c07a08-5b19-40db-9aeb-7b1afa7ec394
367,64,Economy,3,3811.3240000000005,a169a66f-fc2a-47c3-8e67-64e63c3da413
368,150,Economy,1,5453.46,5b565cdb-6125-4030-99c6-79c318402850
369,32,Business,1,2329.635,58c61245-de96-4cf2-a43b-3a9d365a01d1
370,106,First,3,1196.5439999999999,43f8a6be-8564-404c-9718-dee6d4dd7329
371,851,Business,4,1633.608,f99d61b4-9512-4007-8d15-fc4368729c8a
372,674,Business,1,4417.215,541dc875-d88e-475e-95f8-ac60f503a47a
373,495,Economy,2,456.97300000000007,366188ed-e6d1-4596-9c5a-c892605384b8
374,428,Economy,3,5417.28,89bca23b-431c-4f03-8485-e8cbdfeb8b7c
375,539,Economy,4,6862.155000000001,ed2824a7-c809-42e3-b908-87f91aa379c9
376,777,First,4,4714.204000000001,863709b0-da38-4f0d-b540-d828f98a386b
377,269,Economy,2,409.65000000000003,a1cde765-5fd1-48fc-a87d-09788ded5047
378,488,Economy,3,4338.4,bd8aa6a4-66d5-4abe-9a26-89ce4d1aca83
379,160,Economy,4,3686.928,2b66604a-9770-4f18-967d-df1f4ee1074f
380,990,Business,4,1806.22,899079a2-94a1-4b5a-9988-9a943f54309a
381,329,Business,2,2218.728,82860038-9955-4c65-81e9-3854d19b2619
382,558,Economy,2,5496.76,db20af4d-6e99-45ca-abb7-d4dea1d6803e
383,254,First,1,4600.54,98db272a-c29f-4b22-a438-fbdf21e02f83
384,50,First,1,5808.135,205db354-0130-4df6-be28-fd1089a728a0
385,843,Economy,3,1311.585,cd322eb3-1a37-4e3f-93d7-7184d0680a26
386,174,Economy,1,4126.738,21452eae-f688-4419-b028-0c3dc93b7743
387,957,First,1,3504.87,e6483740-663c-46ae-8759-eb16e1858960
388,932,Business,1,2399.796,cf8880a4-3493-48d1-94db-31122d7bd280
389,267,Business,3,2317.4,f0ee7813-2cd1-46b7-b687-415b0977d712
390,518,Economy,4,1290.696,4e28f007-f8e9-4bc7-b377-8ccf0d6eb9ac
391,386,Economy,1,2527.6679999999997,acaabeb1-4a36-491f-87f5-c6d3f990f511
392,879,Business,1,353.463,b14aa1b7-a434-4cf0-8f72-fa9cd412fcc2
393,158,First,2,3969.8999999999996,f70c5cd4-d8d5-4335-a180-3394d8d4dd5d
394,316,First,2,5319.75,1986dc14-6033-4b17-b3e4-4e95237721d1
395,743,Economy,1,5327.102,b3a48da7-67a1-4945-8843-0a9e96044da2
396,316,Economy,3,9464.72,f5639f7a-ccbc-42e0-9695-6881ee2c7482
397,286,Business,3,6734.039999999999,533aec40-6934-432b-a680-0a175c5fbd9a
398,589,Business,1,5342.128,ae38c1e7-9dd3-48e4-92fb-4a51872365e5
399,633,First,1,837.48,cf897854-2d36-4946-8c57-f82a106aa42f
400,992,First,1,9294.08,e4e7aa8e-ba4a-4686-8aac-9f717d907238
401,145,Business,3,2951.2560000000003,ead5d605-53e7-4ce9-8a03-993451abf5c9
402,829,Business,4,2736.465,952d3b6b-1ca9-4c90-867e-7b2c6b86be1d
403,797,First,2,5302.12,d5cfe273-f844-4b1e-8134-836c561f9134
404,404,Business,1,2710.14,4596c9ff-9b4c-4c2d-9b4e-f60d078b1206
405,863,Business,2,4342.7519999999995,f7a6bcfe-75b3-4a94-bf8d-f09335763968
406,45,Economy,1,3775.74,b5ed3a81-fdd8-4841-914e-80bd757f589f
407,949,First,1,5252.9400000000005,bdd6ac5b-043b-449f-af07-6dc4c519774b
408,642,Business,4,5403.383999999999,786ab61b-8ef3-4639-90da-bb9e6a723ffe
409,18,Business,1,2143.0950000000003,c9e29e94-5fcc-4052-913c-3339ccb05c78
410,783,First,1,1872.576,7a4f3a30-9113-4eb9-a812-90cb9d53b381
411,437,Business,1,1081.848,cf5d7a71-2406-4820-806b-3924caa689c0
412,59,Economy,2,1025.332,f1b9dff5-da5e-47c7-9a8f-600a75af36f0
413,330,Economy,4,2147.255,983b29fa-2250-4f05-beec-4656551d60c7
414,491,First,3,5249.860000000001,8abfbcec-ce96-401d-8964-56cbf166b0e3
415,968,Economy,4,4805.8679999999995,1eb24253-0e78-45b9-bde4-9b81105e4e43
416,253,Economy,2,5049.110000000001,b01cf64a-e6a4-483f-a91e-4e3662991f7a
417,821,Business,3,5371.058,44006c6a-f43f-48ee-a57c-f81e424c3757
418,393,Business,1,1821.228,7ef2fc99-f10e-49c5-9278-51ee9e77419c
419,370,Economy,4,550.716,065ccf6a-0284-461f-a9a4-1d0b045d5e44
420,7,First,4,9300.16,0ad5235d-f846-423d-9ad8-8bdcea273980
421,220,First,2,1769.8,aa255143-fbe2-4c8b-a301-19b076536993
422,936,Economy,3,1623.7,8966c9fb-b3ea-425e-bc04-4dfb86faccda
423,758,Business,1,4332.525,ffd8f588-2d56-4636-a4af-1b8cc23d00c8
424,126,Business,3,4469.674000000001,478585e0-0e71-4312-ba6e-f9bff6f04bf3
425,435,Business,3,434.47800000000007,ec1022a7-ef70-461a-8398-aaa8f745094d
426,837,First,4,5007.24,ac1a5cf1-6398-47bd-9232-2ebef77d2311
427,389,First,4,1010.7240000000002,7fd55efa-698d-41a3-b4f8-03250f903586
428,233,Economy,3,1522.7740000000001,c7557af8-5563-4d82-aacd-d2bfaaa85436
429,829,First,4,4663.139999999999,ceddf22f-9069-469b-949d-b7dd2ba3ddcd
430,184,Economy,4,5489.5199999999995,843a5fd6-25a6-4cf7-aec4-9eb4b214261e
431,646,Business,2,9808.76,054da977-4ece-40af-bf04-02ea0c3f464e
432,775,Economy,3,3209.6159999999995,183fc63a-296e-49e7-b66a-225b1046d01d
433,308,Economy,3,5172.54,2fc36182-a4f7-4a3d-a074-38cd8e2657cf
434,460,Economy,3,5599.4400000000005,b7a98fbe-38bf-4a1d-be31-06169c6682f9
435,234,First,2,4673.205,62bf4d77-744a-4939-b099-dd239ce8359e
436,359,Business,2,5837.9039999999995,82971568-2bc1-41dc-8f5d-0850a7a6525d
437,483,Business,4,4235.43,1d554737-9394-4d2f-b380-d7eb23e936f5
438,691,Business,1,1408.455,57ba2c39-1768-4b9e-891b-e456cc306fe2
439,593,First,3,7337.36,07994846-3ebd-427f-bb7b-e2d82ca1dbc5
440,57,Business,2,5451.525,a23b529d-cdda-4321-bc79-d9fb7117f055
441,316,First,3,615.945,860bb8fc-83da-4228-9c2b-314a1ad2f045
442,397,First,4,1958.9,1bab3388-d7d3-4eae-b024-ad2203a7cd0c
443,147,Business,4,609.5540000000001,2f844c04-26d8-4e79-8ecc-c5793861eba9
444,256,First,1,2875.719,c34ddfdb-f5d7-405d-bce6-1392563891b9
445,553,First,2,1672.099,435426f9-7b4b-48cc-8354-f98c713ba599
446,198,Business,3,3336.84,f4d8bc1d-2a50-48d0-b820-f24e01f67d54
447,28,Economy,3,2603.5679999999998,58158659-f296-4155-97c1-187644ba4f3a
448,299,Economy,1,1380.945,a139250c-ed2a-4e05-ae78-8d8246db3214
449,330,Business,1,4842.075000000001,28286461-b04a-4e32-a40b-42fe1da9f81b
450,913,First,4,5195.839,73a92694-5933-4add-8481-60a182bec824
451,920,First,2,3163.848,370c53dd-696d-49f9-b390-9932c0d78c35
452,36,Economy,2,5132.004,9b7daa24-bd4f-493e-b9a4-61d723f89f18
453,819,First,4,7298.16,cab83f3b-14ce-4af0-80c8-49fd80a62cee
454,959,First,1,2405.623,fad77374-abcf-42aa-b400-facbced8cb95
455,433,Economy,4,5402.738,29a87346-025e-493d-92ae-c3fcc71131f1
456,649,First,4,4144.261,ea950ef9-f2f7-4bc1-9f7e-080cdcd3bd98
457,577,First,2,3852.57,53e675ae-08e0-413f-bb6f-0b8198e446ba
458,905,Business,2,2915.04,6a118373-ba53-4ab0-8969-456ca0cea015
459,331,First,1,3922.0170000000003,6ade13a8-519e-4c1c-ad74-8fabaae867e0
460,257,Business,2,1256.5079999999998,ba9c2253-fd3b-4b2f-aa91-8205729d41ff
461,274,Business,3,3799.0260000000003,a37b1133-cb4f-4ae0-9056-487dd545fd45
462,634,Economy,4,1822.458,90acd121-d276-47ed-8a0f-7bc12e9f8331
463,734,First,3,1370.2810000000002,e46e8d89-4246-46f3-99ac-905f1bab8cb8
464,454,First,1,5001.1720000000005,d8ee2eca-29d2-48cc-b46b-b38ba6c684f1
465,695,Business,3,3502.728,4f510993-2859-481f-8b1e-2bffa36e4c51
466,693,First,4,8775.26,c771f696-2bff-45d7-a918-6e5323995fa7
467,591,Business,3,1134.996,a15a0a2e-414a-447b-a21c-65b106e2b24b
468,917,Economy,4,2702.685,0da13e3c-7581-4af8-9717-8c574526057f
469,442,First,2,1625.94,917f217f-9c04-4b65-ac50-4acff6ffbf4f
470,748,Economy,2,869.6820000000001,3380163a-ec9b-4a60-a1ef-609f894a704c
471,888,Business,1,3717.4060000000004,b8fb805f-727c-400f-ac80-54a4890eb88e
472,415,First,3,2705.241,686b1f6c-8cd6-4aeb-94ac-5884138d705a
473,346,First,4,3868.38,4cf106b8-9130-4eee-bb59-909eb1f3c28b
474,189,First,1,278.11199999999997,c77028cd-41aa-4096-8a87-ce334403cdb4
475,989,Business,4,5230.82,e85e0a0c-f9f3-4056-b5ac-1883ffdf05ba
476,752,Business,4,5361.227999999999,61ef398c-d822-4ea5-9afd-1e23340958fc
477,77,First,3,792.6600000000001,5d97b3c4-68f9-4edb-942a-3ea790cd3778
478,476,Economy,3,3936.9330000000004,d4a482e9-da6f-44b7-bfeb-f8c9c58bd8ae
479,252,Economy,2,4067.3,9a9e01cd-039b-4c9a-a532-3c390d3da509
480,353,First,3,8416.52,fe57709a-e749-4218-b612-b923849f9555
481,182,Economy,2,474.6,d7113703-716c-439f-a715-5cf8357b74d2
482,884,Business,1,8036.64,cde3adff-69f1-45f2-9959-1a2ee8ec11b9
483,431,First,1,703.4390000000001,068e76c4-fb1c-487f-9774-ab82b4631e75
484,357,Economy,1,477.31200000000007,b0b63bcb-48dd-4082-a773-a0e7d10af674
485,227,First,4,600.105,c0164bf6-dfeb-4dd6-ad95-f01bf17fbbc1
486,457,Business,3,2785.7940000000003,82d3353c-83d9-4bac-ab5e-e60fd7cf4fd0
487,608,Economy,1,3825.885,14f69a79-0708-4d45-ae4e-242bc0875843
488,452,Economy,2,1114.96,71ca61ab-84f4-4f3a-a417-6012e3f8a872
489,55,Business,3,5777.748,b0d19068-9c41-4154-bacc-94a6fb75de3a
490,357,Economy,2,5652.03,e2e740a7-cc0d-4558-b5b6-e71aa52c688d
491,916,First,2,4792.66,05c21263-f6fa-4c67-a6ab-2f96fe36ed02
492,847,Economy,2,6688.094999999999,d827e9f8-da44-4239-9543-95ae6c2aff44
493,506,First,1,993.8500000000001,e335f529-d8a8-40f3-8c43-c68917487886
494,975,Business,4,9616.74,2c9f429e-2bc8-4f84-8c6d-e8e076b5592c
495,732,Economy,4,1584.308,489d66a0-cf34-45ed-81b8-8380f3ef9d64
496,498,Business,1,5080.26,2a85f53c-39ad-4cd1-8d37-7f2b76478b36
497,132,Business,1,245.48399999999998,b61afcfe-b10e-4819-ac46-1f1fa8dc80ec
498,370,First,2,1422.396,96b1e813-eb0e-496b-a0c4-a050fdf87d0b
499,248,First,1,6422.474999999999,50a47248-1695-49b5-ae46-90c9d337385a
500,770,Business,3,670.365,403b885d-1423-42dd-b848-7db5cbce158a
501,932,Economy,1,4554.96,3f0108f3-4069-4bad-90eb-a8db7fb44153
502,331,Business,1,4817.91,4bd63d2b-16e3-4a20-97e3-fe40d6df6a2a
503,356,First,3,1119.375,ec7b9f0e-ac56-428f-a72f-a5fa8e4340d0
504,961,Business,2,6107.8,69464bb2-e843-40a3-8bda-7b289df1d085
505,416,First,2,1905.0,c3c0642c-5a6f-4cb7-9662-0e63d6dd81f3
506,630,Business,3,2950.78,ad23cf3b-2e47-4729-ba24-5bde29995cb7
507,871,First,1,4784.5199999999995,0993bd00-619c-4b2f-9541-e17c24240091
508,597,Business,1,4076.68,f359506a-9a3a-4b1a-9cda-921485d1fcea
509,945,First,3,6151.42,e9d0ce94-04a1-43b1-a21f-7ca67ee6ec8c
510,81,Economy,4,9377.8,d3916f58-97b9-4076-b27c-f44d7407850c
511,692,First,4,4484.745,520fadf9-e042-4c39-98d3-a8f9eca7ec19
512,645,Economy,4,9682.06,dc660969-72c4-49a8-b8f2-5c4f8e326d4a
513,813,First,1,8235.62,75c79fb1-931e-4a95-9c6c-56b5a4dd75d4
514,12,Economy,1,4124.659000000001,9f7b76ed-0c9d-410f-8558-9e44596131ef
515,934,Business,4,403.716,5190eb23-301f-458a-a64f-73f6c36c19e5
516,985,Economy,2,6541.7,49734666-5cdf-45f7-97f6-45e6ff63873f
517,415,Business,4,3293.808,f35c954d-f021-41a7-8a94-d9e6a31833e4
518,686,Economy,2,1604.4900000000002,59ea8037-dd7f-465a-b38e-c87a9151fe37
519,838,Economy,1,3935.217,938b6a95-e704-40c7-9bc6-e9e903494470
520,188,Business,3,5610.465,8e79ba28-6346-413a-ad11-f39a194a5fdd
521,9,First,4,1469.094,c92c9dcd-d1f9-42ce-8267-f58c20800dd3
522,548,Economy,4,4238.432,2e37190b-e3af-4990-a647-c89f295638f4
523,319,Business,1,7190.055,dbc88221-7a6d-46c2-bfdf-79b220eeba51
524,635,Business,1,3221.1,bb4fd84f-0d22-45b7-b4c6-11644086d307
525,378,Business,1,2758.956,6253e9a2-42d0-4793-b635-e27e3bee6a60
526,810,First,2,6325.66,3bae3a3e-1a34-4dc4-b3b3-dd422e79aa9c
527,502,Economy,1,4044.7880000000005,abfee566-5fa7-4353-aa6d-f4f52b81294e
528,895,First,2,1843.622,59a050ce-d014-4d14-9821-7a2f3c13698f
529,600,Economy,2,6583.469999999999,2d42cf2d-8f6e-4957-bce4-b87697958bc1
530,412,Economy,2,5227.651,fcd82472-810a-40ec-9e95-bbe530510629
531,373,First,3,5725.727999999999,3e1dc3c7-3150-46ba-adb6-f3a15ed23672
532,966,Business,3,6751.575000000001,247d7d36-62d2-41f1-9d32-382e54a7fb34
533,2,First,4,2145.715,2144f3f1-517e-47a3-8be8-3dd3bf92df0b
534,607,Economy,3,2040.9400000000003,d2099fbc-7881-4fe2-b3db-69567dca02bc
535,699,First,2,1413.12,1f5b1abe-dfe1-41b1-b24b-ef95f440fa2a
536,718,First,2,1363.1100000000001,1f10d200-713d-4746-b012-46887ca949a4
537,802,Economy,1,5362.725,4ef5db9d-e5b8-426d-add5-e1a742a50999
538,903,Business,4,1042.294,e7ef880d-7715-47c9-b29c-f01c4220be6c
539,323,Business,1,1621.3650000000002,938d57e3-0a94-4ce5-8082-7e6523516184
540,80,Business,4,4449.108,e139e866-dc45-485e-8bfa-1e1bd3bb3a35
541,345,Business,3,2070.1670000000004,dcfca62e-d65f-4407-9d30-ad206b144d06
542,944,Economy,2,4008.132,76aa0a00-2e46-4b94-a476-3e65af43003c
543,3,First,4,4340.712,526a30de-021e-43af-82cd-7c39896ffeaa
544,826,Business,3,6060.82,0da20883-5753-42b3-b7dc-16caae357a6e
545,633,Economy,2,2576.46,f90d9e1f-f7b2-4f68-afce-23f5d0b2cfc6
546,863,Economy,1,2861.782,24c3500c-f8d4-42ef-a5bf-c5dc060cba56
547,988,First,1,1494.0149999999999,f9f4f991-c776-47ce-87d0-b6e600aa8d03
548,532,Business,2,1238.1599999999999,677ad024-b0e4-4098-9eed-a1dc28a008b4
549,56,First,1,1934.8079999999998,bb70860e-2073-47ef-a181-6b013ab4cea9
550,70,Business,4,6379.1849999999995,e7f561ad-b559-40c8-b3fa-1223ed3f03a9
551,334,Business,1,3911.7479999999996,b3f3caa7-5524-4dd7-9329-88aa5828b57f
552,717,First,4,4845.379000000001,57eb575b-565b-4dc9-8533-de4be47eb82a
553,390,Economy,2,4877.025,425be452-8fdb-41ac-8bfb-203e44122979
554,342,Economy,1,6266.01,eb7005f3-7124-4045-aec6-496a5fc0a549
555,329,Business,4,2813.8199999999997,657fa32f-9612-4060-85fa-9e5a1597c012
556,31,First,1,9704.42,4fc38c98-bb85-49d2-9417-a01f3246a5a4
557,351,First,2,1265.2310000000002,a475cd94-93c0-43b2-a356-9f08ced6f0c8
558,843,Economy,3,5106.651,2a149b81-0d02-462a-bc43-7dfaa5229c30
559,927,First,3,1487.625,cda07593-fa1e-4f90-9e98-8b7902de2796
560,123,Economy,2,5932.632,1cdfc794-4f76-4f00-9e30-aba07845dfcf
561,407,First,2,301.983,93ca4256-0ff7-421c-8781-19e63cb53802
562,961,Economy,2,338.565,a28b297c-3542-4ef1-96fe-c1c8f0144409
563,876,Economy,1,4948.746,194290b0-7fb6-46c0-8cce-c90324b93372
564,33,First,1,5175.786000000001,2e0161fd-5483-4b4d-b4d3-88b7e729377b
565,38,Business,2,945.5550000000001,4255e9c3-afa4-4d6a-ac6b-60573d09dc5b
566,535,First,1,3278.5,70e6a1c0-e788-42da-a630-5662de42ca5f
567,920,Economy,4,4363.46,d109e736-3ac3-4d16-92bd-e4aec286396c
568,811,First,1,985.5560000000002,b3036d8f-038f-4c94-8a5e-875f33243110
569,913,Economy,2,3136.0780000000004,272feabc-6fcc-4f79-bd7f-30871ebf286a
570,953,First,1,5923.83,5dd100e9-fc62-4239-be56-7952c9ba6d09
571,860,First,1,3362.5130000000004,f18a36fb-bdd7-4179-91f0-f48715bedc01
572,557,First,1,1027.44,3974d458-d4b5-460c-98b7-97a2b9db8722
573,543,First,4,5516.5650000000005,65ab9108-65b6-4e2b-8f58-4ba62c6853e1
574,773,First,1,4863.309,c3a6e4aa-6684-48e9-9fd8-a453112b4cf8
575,955,Economy,1,3375.444,a85d5a38-c5d3-4d07-a8ef-d8a8a41ca6af
576,150,First,4,2025.795,28aac866-30d9-4ab5-82a4-4eb9eac8fb9f
577,676,First,1,1352.26,46463bd0-7c09-4bd1-985b-9a04349d0941
578,834,Economy,2,809.96,b38e62e8-c9ca-45ec-a318-b56d8c961684
579,470,First,4,5321.436,9cd79fb8-1fac-4dd2-a971-f01f6bf95b63
580,184,Economy,3,2359.596,b31950ae-45ad-4ab1-be24-5e179dc6aeef
581,863,First,3,9738.4,77b412d8-06b2-4668-b746-d104effebe44
582,580,Business,1,4346.8679999999995,2df9a9cd-d0a3-4325-976a-d190267d12bc
583,17,Business,4,3051.6530000000002,f4fa04de-2405-4c93-90c8-7a9b4f0624eb
584,581,Business,2,4333.879,e3f409ed-51c0-4276-8f77-5ac37a301de4
585,224,Business,3,6889.98,e36e423b-cac2-40da-a2bf-cdf77cac73b8
586,575,Economy,1,3946.404,f7513040-6df1-446d-87e7-517332bfa822
587,730,First,3,2501.741,6edf843e-6255-4ec3-ba6f-d7f2224dda86
588,874,First,3,2056.7360000000003,006dc5a5-9f38-439d-8172-be6cf7299aa6
589,764,First,1,6298.785,9639ff91-7642-4000-a1ae-ade7c43c1205
590,289,Business,1,4396.284,b58f10ff-7eb5-4027-90fd-315a4c8ef447
591,271,Economy,1,334.02600000000007,4d3484ad-b36d-4c40-8d6c-804ccf2932e1
592,297,First,2,8182.36,4b912fe4-6cb9-4de0-aa1a-58597d8e3067
593,367,Economy,2,1164.2620000000002,68de14f0-a07d-4023-81a5-7f05f9b061a5
594,133,First,4,2143.8,dd696888-6850-4e56-bd07-5260dfe41223
595,312,Economy,3,2962.125,bbfb60ef-4509-4c64-8e4d-537724da120e
596,973,Business,2,1721.2649999999999,b6d9911c-d95e-4c9e-b084-e78abe3866b0
597,140,Business,3,2880.5,fac30388-b444-494f-8c45-08b1236f871e
598,726,Business,3,243.42,f1f87c43-77e1-4ed8-8b50-3269b7cd7283
599,520,First,1,2549.604,9a9140c7-ca51-4f8c-a8fc-fd5497506949
600,904,First,2,5516.652,1bf00b7d-18f6-45fd-996f-13e7d95c6c48
601,44,Business,1,4623.14,475c69a0-0e96-4f11-919c-90c6a1c7cee9
602,720,First,1,7013.400000000001,095146c2-f219-448f-9e34-3862b43ab7e2
603,103,Economy,3,2384.355,4b3766b5-c0ec-4429-ad39-cd6c7fbbf957
604,687,Economy,4,1020.996,935aa5b2-f8b5-4aa9-b2bd-c49295563900
605,288,First,2,4697.535,8aae4363-a724-4fc6-96ee-854384477788
606,96,Business,4,3320.19,93f6c21b-7c74-4239-b5e3-45caa1f1939d
607,191,Economy,2,7469.865,a785b8e7-d1b3-43fa-b8af-3ae4e8f8fec1
608,613,First,4,1081.88,c2597349-f503-41a6-8722-b3200c94dd1a
609,82,Business,1,6217.36,168bbc47-3d07-4b23-a2c6-07cfdd249569
610,128,Business,4,2634.06,82c2ea1a-838a-4286-bb15-91baf2a3354d
611,294,Economy,1,4181.325000000001,87f2dd94-fb20-4138-b97e-334fc6ebb843
612,989,Business,2,5225.5199999999995,99db6a8b-d038-4150-b563-234b40a3f425
613,51,Economy,4,803.92,8a52ac7a-c1f5-4a7e-8fa4-5499c3f3a682
614,241,Business,4,3052.044,9c08e057-10ad-44d0-aaff-c3a6b7288145
615,258,Economy,1,3713.04,ba192642-503b-410c-aa1b-471101a41578
616,773,First,3,4708.165,90d004e0-4ed9-4e37-baa4-608700458d97
617,953,Business,1,2795.012,bb2df82f-efc1-4ee5-9888-9f6f338186f8
618,784,First,2,3244.2960000000003,0eb87f42-63e4-4458-a5ff-406fc4c3005e
619,739,First,3,1168.296,87701d20-9b60-49cf-bb36-7b941b0584ac
620,445,Economy,4,2180.748,687e066b-fd9b-49be-b2fb-18cf377d14e7
621,147,Business,4,4121.568,ae5af626-ac6d-48cc-919f-f34e244d2145
622,527,Business,4,2220.0860000000002,05682ce5-f60a-42b8-87f1-58ebda758fd3
623,924,First,2,3491.14,63d816a0-0950-47d8-9895-ff49ddfefec3
624,481,Economy,2,7480.5599999999995,03c7c050-0841-4f87-9390-0dc7c5e05930
625,893,Business,4,2063.68,e350eed7-30ab-42bc-bd39-b942fb951249
626,453,First,1,1972.3,2e21dd80-a699-433c-bd40-12f92dbc448c
627,94,Economy,2,3597.93,50447b63-ea81-4704-adc5-f951433d38ca
628,327,Economy,3,4187.018,30f54fd2-85ed-4190-a0dc-8a1d0a4a6037
629,998,First,3,1865.88,cde6a8d8-3935-4f8a-9367-da29d93158e7
630,639,First,1,2814.756,01c831ef-4d9a-4685-a641-3ee1a2d5ba0c
631,308,First,1,3768.66,2dea86e4-295d-42d9-9c8f-49fec1a11470
632,710,First,4,1991.9759999999999,9ef61ff5-45d8-492b-85de-755b58318898
633,952,First,3,4368.452,34d38cb4-5de1-4f24-b03b-9cf6c88dedec
634,357,Business,3,576.708,c961c55a-6593-4d8c-a130-39c0c14a3319
635,215,Business,2,1541.64,6c5a9c32-1e01-42be-bc1f-26ee2d831478
636,631,Business,4,4581.62,454f9042-38a0-45ab-b4ed-472e26b9a07e
637,106,First,1,6898.32,4b6d3768-80f0-4cf7-b58f-75120f3458c4
638,690,Economy,4,6190.34,4ddde8a2-9286-4517-b6b6-4167e7ec7712
639,268,First,4,4779.830000000001,317657ec-a7e0-4c71-999e-5b7f1f387c22
640,522,First,3,2201.62,a25a8db1-ebcf-4429-bdd1-a3b5af18307b
641,677,Business,2,1158.69,a71605ce-9f9e-4287-be8e-05b35c553b7d
642,296,Economy,3,4255.596,7ab1c3d9-05bf-414b-b560-061f720146fd
643,263,First,1,2545.46,52a0affb-4381-43d6-85a9-44b1c9e1ec67
644,252,Economy,2,3451.9320000000002,635d8341-208c-4d06-8ecb-466e92ab0c88
645,81,Business,1,2334.4970000000003,c35c97f7-4c22-4d98-bbae-ddd3fcb42c1e
646,402,Business,2,530.2330000000001,f144b3b2-2a9d-4937-a2af-e79f6b92f793
647,695,First,3,7931.8,2ecd693f-03b2-4039-90db-d2596e25b8f2
648,267,First,2,6489.48,d53571e3-b52e-4c5a-9277-a652441877ee
649,109,First,2,5184.72,87d2dc3d-9408-47f0-9bc9-ff1061380954
650,895,Business,4,7001.22,f441588c-67b0-4afe-b94b-0c1cf8c5c860
651,522,First,4,2984.46,a4af25c9-f456-4944-94fa-3a6c101dac18
652,456,Economy,3,3141.04,ef103357-f931-4f9a-b514-78f7009a2a38
653,850,First,4,2581.716,9396b75a-d468-4d0c-950d-f92728f12759
654,8,Economy,1,8036.46,7226153b-ef53-48ba-8fec-2b38f88a9cbb
655,597,Economy,1,4277.268,40233369-f035-4209-9602-59e1e1dd3166
656,350,Business,2,1635.183,65e941ba-717a-42d4-b8e5-bd8b16364fbc
657,949,First,3,5675.3279999999995,b91f2251-deb3-403d-9f85-3c3a3e98cc2a
658,485,Business,3,4937.664,2d14a540-fbd7-41a4-83fe-92ce307cf42b
659,19,Economy,2,1187.505,3cc09b7c-9d5f-4080-bb53-1bd9cb15e772
660,764,First,3,1476.072,958e275d-3cf3-4e3c-a33b-2d450ea451ad
661,769,Business,4,6222.52,1abfef1e-2f97-45ef-9839-3e9c91628558
662,336,Business,3,2032.368,80d5fb18-3644-47e9-913e-a555e22e1a51
