Flight ID,Flight Date,Departure Time,Arrival Time,Origin Airport,Destination Airport,Airline,Aircraft Type,Flight Duration,Distance,Revenue,Fuel Cost,Crew Cost,Flight Delay (hours)
185,2022-04-06,16:12:29,21:04:16,South Lindastad,Michaelberg,Southwest,Boeing 777,4.41,395.59,20554.88,1371.36,3162.98,1.45
186,2024-01-14,20:23:13,11:33:07,East Kristineville,Josephton,JetBlue,Boeing 777,6.55,1962.28,12342.85,7353.67,3642.01,2.45
187,2023-08-20,11:08:24,02:43:05,South Angela,North Peterbury,American Airlines,Boeing 737,8.84,1039.49,7968.92,9992.25,1224.79,0.0
188,2022-02-01,15:24:37,07:26:24,Jefferyland,Zacharyport,Southwest,Boeing 777,11.72,1597.5,26957.91,2588.47,1970.86,0.0
189,2024-05-12,04:31:58,21:54:24,New Michellefurt,Amandaport,JetBlue,Boeing 777,2.45,2236.36,46853.24,5164.68,1978.99,3.82
190,2021-02-08,09:47:09,04:43:56,Coxbury,Chelseaton,American Airlines,Airbus A380,5.22,2467.8,17380.06,2874.56,3988.62,0.0
191,2023-01-14,17:03:56,03:00:06,West Lisaland,Rebeccahaven,United Airlines,Boeing 737,8.09,1776.89,33411.8,8688.77,2242.6,0.91
192,2024-12-16,23:08:35,01:18:04,Lake Megan,North Lisahaven,Delta,Boeing 777,4.47,693.12,15661.71,2402.05,2106.69,3.2
193,2022-03-15,00:53:39,00:43:11,North Jasonmouth,West Kimberly,American Airlines,Boeing 777,4.07,2592.53,17540.9,7862.94,2556.44,0.0
194,2023-12-06,12:49:03,00:57:02,Paulside,Sweeneyborough,Delta,Boeing 777,3.22,688.26,41377.68,5587.36,1197.61,3.88
195,2021-01-29,17:56:29,16:19:51,New Frances,Arianachester,Delta,Boeing 777,11.96,2597.99,5697.83,2140.21,4242.83,3.14
196,2021-06-26,13:35:40,21:23:07,Port Pamela,Lake Diane,JetBlue,Boeing 737,9.38,1316.28,9881.57,8100.58,2380.25,1.85
197,2023-04-02,15:50:48,03:14:08,Kellymouth,Lake George,Southwest,Airbus A380,2.88,608.63,49354.9,8428.44,2234.72,0.0
198,2023-12-10,14:36:13,15:47:09,Mcdowellburgh,South Alexaton,JetBlue,Airbus A380,7.8,2162.31,14663.86,5621.54,2551.75,2.3
199,2024-10-20,12:00:45,12:51:47,East Dominique,New Thomas,American Airlines,Airbus A320,4.83,2164.79,29007.76,5479.43,1054.25,3.85
200,2020-02-03,16:00:58,03:23:05,Moniquefort,Loriside,United Airlines,Airbus A380,10.2,2772.34,33017.62,9805.28,1558.61,2.61
201,2024-07-05,21:51:38,09:09:00,Hernandezville,Jefferyton,American Airlines,Airbus A320,8.28,1105.48,15411.51,8386.84,4490.83,0.0
202,2020-03-07,22:22:10,13:18:31,East Sandrahaven,East Jaredmouth,Delta,Airbus A380,4.05,2283.24,28372.19,1485.62,1211.84,0.0
203,2023-05-22,03:09:14,00:14:58,Campbelltown,Lorifurt,JetBlue,Airbus A320,2.38,371.03,19942.0,2602.51,1463.73,0.0
204,2020-11-20,08:51:12,02:12:24,North Seanport,Millerfurt,Delta,Airbus A320,9.77,2649.65,48301.1,1365.31,4330.79,1.51
205,2021-10-18,20:17:38,10:19:53,West Hannah,Erinmouth,Southwest,Boeing 777,6.41,681.7,43383.57,5386.46,4496.14,0.0
206,2020-07-05,01:35:09,00:13:02,East Michellestad,Stewartstad,United Airlines,Airbus A380,2.99,2111.87,15212.35,3338.43,2796.67,0.0
207,2020-04-26,14:02:06,17:50:44,Port Paula,Josephstad,Delta,Airbus A380,7.29,1283.67,29280.77,1831.16,2640.81,3.41
208,2023-08-24,18:02:11,05:11:46,East Alicia,East Anthony,Delta,Airbus A320,11.06,2518.5,6909.82,2680.15,4425.69,2.58
209,2022-05-18,00:14:37,18:41:36,East Raymondview,South Ronald,United Airlines,Boeing 737,7.48,700.62,42340.66,2484.36,3608.09,0.0
210,2021-03-03,05:41:17,09:29:16,East Diana,Lake Jessica,American Airlines,Boeing 777,7.83,476.11,9762.05,6673.64,3749.75,0.55
211,2023-10-05,23:45:26,18:54:13,Wiseland,West Adam,Southwest,Boeing 737,8.41,1075.18,8491.43,8031.06,3259.64,3.15
212,2020-03-23,10:29:32,17:23:15,Port Jenna,East Jillburgh,JetBlue,Airbus A320,8.27,533.17,38683.36,6578.92,4545.21,1.17
213,2023-09-26,05:01:19,09:30:09,Clarkview,Lake Cody,JetBlue,Boeing 737,7.01,2159.16,35799.33,683.16,1750.64,3.95
214,2022-11-24,18:35:00,05:26:45,South Kimberlyport,New Calebside,JetBlue,Airbus A320,5.98,423.45,37020.78,8534.44,2458.18,0.0
215,2023-09-14,07:33:24,12:07:04,South Jasonbury,South Sergio,United Airlines,Airbus A380,4.32,1081.5,10213.9,4811.36,3997.2,0.0
216,2022-10-06,13:26:43,17:27:21,Bennettfurt,Port James,Delta,Boeing 737,11.42,2337.3,44958.04,4196.58,1467.94,0.0
217,2021-06-12,22:09:13,23:38:32,Jamesmouth,North Edwardberg,Delta,Airbus A320,7.33,738.74,24490.08,1630.11,3159.61,2.55
218,2021-11-21,01:17:25,19:48:05,Youngville,East Shelley,Southwest,Airbus A320,2.15,731.97,44387.53,2548.53,3231.06,0.0
219,2023-05-30,10:47:21,20:17:43,North Joshuaborough,Joannafort,United Airlines,Airbus A380,7.52,543.37,26529.2,8686.28,2404.21,3.1
220,2020-10-14,18:00:44,19:23:19,New Donaldfort,Greenberg,American Airlines,Boeing 777,11.35,2062.69,5356.99,5807.16,1293.38,0.79
221,2020-01-27,14:04:32,03:46:19,Simonside,Kathleenhaven,American Airlines,Airbus A380,5.82,1082.32,41789.15,801.96,4185.24,1.2
222,2023-08-22,07:02:40,22:54:28,Lake Anthony,North Lauraborough,United Airlines,Boeing 777,4.29,2111.76,48882.88,1325.89,3849.95,0.0
223,2025-01-20,10:08:37,16:00:58,West Brandon,Lunaside,JetBlue,Boeing 777,9.31,2590.36,30608.52,6845.64,2836.42,0.0
224,2023-02-05,06:16:40,21:39:07,Paulton,Loweryberg,JetBlue,Airbus A380,7.81,2301.83,45133.19,8544.31,1108.1,2.37
225,2021-01-10,07:02:28,16:06:04,Bryanborough,South Cynthiaside,United Airlines,Airbus A320,10.12,438.14,9884.56,8568.13,1922.31,2.72
226,2022-09-21,11:38:56,13:19:38,West Dennis,New David,JetBlue,Airbus A320,8.64,1647.03,27391.01,4524.9,4721.52,1.46
227,2024-07-27,01:39:20,05:01:12,Port Dakotaville,West Raymond,United Airlines,Boeing 777,3.77,1024.68,20674.26,3981.52,1983.65,0.0
228,2022-12-23,05:51:19,20:33:51,Laurieborough,Kramerton,United Airlines,Boeing 737,10.29,1488.45,9530.14,2899.42,1041.91,2.28
229,2020-01-23,16:28:57,18:49:40,East Georgeberg,Margaretbury,United Airlines,Boeing 737,5.88,1081.72,7513.16,6563.63,1575.65,3.92
230,2024-06-27,12:14:50,12:20:06,Mcdonaldtown,Jeffreyfort,United Airlines,Boeing 777,8.35,644.62,39448.26,7596.8,1645.77,3.56
231,2024-12-20,05:19:00,15:49:19,Macdonaldport,West Lindahaven,JetBlue,Airbus A380,7.31,2909.12,40494.84,3564.47,3203.85,2.85
232,2021-03-22,18:59:43,11:56:17,North Veronica,East Leslie,American Airlines,Boeing 737,10.04,2666.9,12573.72,4880.98,2115.3,0.0
233,2020-08-14,02:26:59,02:41:23,South Joseph,Wisefurt,Delta,Airbus A380,8.0,2207.24,22474.47,2759.37,3209.95,0.0
234,2023-11-26,14:44:16,07:04:52,South Rachel,Port Jill,Delta,Airbus A320,8.6,833.11,30722.72,2662.69,2311.66,0.68
235,2021-06-22,23:02:55,11:52:11,New Anachester,Aaronberg,Southwest,Airbus A380,6.73,2368.68,6875.38,5261.03,2089.15,1.43
236,2022-10-09,11:09:13,09:26:54,Port Matthew,Reginaport,JetBlue,Boeing 777,8.3,1430.85,41327.98,3006.33,1108.0,0.0
237,2021-11-07,06:44:52,10:56:06,South Samanthaland,Lake Cameron,Southwest,Boeing 737,3.97,1719.69,41055.19,9885.06,4102.7,2.12
238,2022-12-24,03:46:28,15:55:34,East Stephaniemouth,East Richard,Southwest,Airbus A380,8.35,1204.79,29881.23,1636.88,2522.44,0.0
239,2023-12-24,08:46:28,18:51:31,Kimberlyhaven,Whiteton,JetBlue,Airbus A320,2.06,2449.11,17461.83,9886.27,2679.2,2.2
240,2023-09-28,15:30:37,12:33:46,Lake Gregoryfort,Lake Matthew,Southwest,Airbus A320,11.3,464.32,30611.99,7689.51,2689.11,0.0
241,2022-02-24,11:41:10,09:11:26,Larsonburgh,South Williammouth,Southwest,Airbus A380,9.17,2844.67,25540.39,2836.79,2134.42,0.0
242,2024-05-13,03:15:05,19:46:57,East Monica,West Tiffanyfort,Delta,Airbus A320,9.26,2530.2,44525.38,8757.63,1390.41,0.99
243,2021-06-07,19:26:13,06:14:19,Harrischester,Taylorview,Southwest,Boeing 777,11.88,2095.88,36587.04,5130.88,4622.01,0.0
244,2024-12-29,20:55:59,10:55:49,East Cassandrafurt,Port Jonathan,Southwest,Airbus A320,8.9,969.34,46520.84,8353.34,4397.08,0.0
245,2024-08-20,12:34:36,06:00:48,Jessicahaven,Stephanietown,United Airlines,Airbus A380,5.32,1553.73,31477.39,3150.11,4900.92,0.0
246,2024-03-29,04:02:31,23:27:56,Lake Markburgh,Sanchezview,United Airlines,Boeing 737,2.95,2209.0,9623.47,1973.77,4161.07,0.83
247,2024-10-11,22:25:58,14:21:05,East Jessica,South Alexandra,Southwest,Boeing 737,7.43,1804.77,36929.28,8871.92,3595.87,2.15
248,2021-12-27,12:52:03,20:20:21,Ballberg,Johnland,American Airlines,Boeing 777,7.53,777.83,9077.63,8359.49,3066.37,2.06
249,2020-04-02,21:08:23,20:44:48,Elizabethbury,Jeremyburgh,United Airlines,Boeing 777,8.37,1915.22,4472.58,3708.96,2609.58,0.0
250,2023-07-04,23:16:21,02:21:31,South Micheleton,New Kari,Southwest,Boeing 737,9.29,2427.62,29759.77,2768.06,2093.25,0.0
251,2024-08-18,19:07:44,08:32:33,West Anneport,Steveborough,JetBlue,Boeing 777,8.17,1211.88,33378.82,4311.14,3676.46,0.0
252,2021-02-13,22:57:46,04:52:00,Port Angelaburgh,Ralphview,American Airlines,Boeing 737,6.5,1268.52,12998.2,7056.56,1852.41,0.0
253,2023-09-27,00:14:14,16:00:41,North Melissaburgh,Edwardsport,United Airlines,Boeing 737,11.91,2916.33,38516.75,4177.27,1573.59,0.0
254,2020-03-01,09:05:29,11:59:02,Heathermouth,Ramosstad,Delta,Boeing 777,8.53,1557.43,18435.74,4940.1,4058.95,0.0
255,2023-03-26,04:25:00,19:35:54,West Loriborough,North Sandra,Delta,Boeing 777,8.21,1311.89,20644.99,7243.08,4727.82,0.0
256,2023-07-09,21:51:14,13:18:40,Fowlerfurt,Millerborough,Southwest,Boeing 737,2.86,1962.95,36878.22,4844.08,4580.18,2.55
257,2021-07-25,22:11:43,06:45:52,Port Bettyview,Bethmouth,American Airlines,Airbus A380,7.45,2742.49,26037.49,7346.77,1283.94,1.29
258,2020-07-18,01:32:12,13:46:59,East Mallorychester,Lake Belindashire,United Airlines,Airbus A320,9.72,2546.34,4285.18,7165.95,3508.76,0.0
259,2023-03-02,04:16:03,20:27:33,Taylormouth,Fernandezmouth,American Airlines,Airbus A320,9.01,2952.34,9287.47,801.7,1372.84,2.04
260,2021-06-26,20:54:47,11:35:18,Howehaven,Ashleyville,JetBlue,Boeing 777,6.86,1397.28,48346.13,9735.62,2366.35,0.0
261,2020-02-25,23:48:27,06:20:11,Patriciafort,Stevenstad,Delta,Airbus A380,1.75,2116.21,20630.44,8237.39,2591.25,0.0
262,2021-03-29,03:19:32,02:18:15,Port Whitney,Galvanstad,JetBlue,Airbus A380,8.78,2750.53,6075.01,9780.6,1027.58,0.0
263,2022-10-01,10:50:42,23:57:11,Charlesmouth,Richardside,Delta,Boeing 777,4.88,731.38,33069.91,7578.76,3042.67,3.22
264,2024-12-05,00:07:18,07:06:51,Janeville,West Samantha,American Airlines,Boeing 737,5.93,1021.1,37916.12,4501.66,4126.36,0.0
265,2022-08-12,23:42:54,22:08:21,Garyshire,East Heathershire,United Airlines,Airbus A320,10.79,574.68,31220.56,3476.68,3381.96,1.58
266,2022-12-30,20:30:59,10:38:41,Michellemouth,Davidhaven,Delta,Airbus A380,4.55,2748.0,19142.94,3387.33,1878.72,0.0
267,2023-01-11,02:11:33,09:10:24,New Karenberg,New Brandon,American Airlines,Airbus A320,8.94,1554.37,28605.57,5351.37,3029.88,1.39
268,2020-11-05,06:44:49,06:51:24,Lake Jenniferburgh,Kaitlynport,United Airlines,Boeing 737,1.68,2480.01,37539.23,1071.12,3240.97,0.0
269,2023-09-30,02:44:44,16:42:46,Jonesstad,Claudiabury,Delta,Boeing 777,7.44,2142.53,26935.35,1183.03,1209.51,0.0
270,2024-05-22,13:12:38,10:11:25,West Davidfurt,Haroldchester,JetBlue,Airbus A320,3.52,2665.06,28574.37,9768.7,1259.65,0.0
271,2023-05-18,21:27:41,03:21:52,Port Austinborough,Patrickfort,United Airlines,Airbus A380,8.44,2661.14,31913.62,7901.03,1741.2,0.0
272,2024-08-25,11:33:41,02:59:54,Katherineberg,Port Jacobhaven,JetBlue,Airbus A320,6.0,957.82,39731.23,2559.66,2399.12,0.0
273,2022-08-05,10:11:07,22:03:19,New Natasha,Lake Tammyside,United Airlines,Airbus A380,4.67,2228.73,13723.32,7376.41,3791.47,0.0
274,2023-07-21,05:00:08,09:44:52,Lisastad,New Danielmouth,United Airlines,Boeing 777,6.33,2254.8,39444.44,1176.28,4768.52,0.0
275,2025-02-24,07:28:38,23:46:26,Kochberg,Johnside,Southwest,Boeing 777,4.12,2272.41,21095.32,6110.41,2879.28,0.0
276,2023-06-02,05:14:41,13:50:51,Hernandezland,East William,Delta,Boeing 737,10.0,2185.1,36958.3,7005.05,1317.29,2.09
277,2023-06-15,23:49:59,01:59:58,North Kellyton,Cunninghambury,Delta,Airbus A320,7.33,348.29,7398.46,6473.18,2669.78,3.16
278,2022-03-02,12:50:46,17:13:40,Michaeltown,Longtown,JetBlue,Boeing 777,9.79,908.05,21964.38,9785.21,4966.74,3.73
279,2023-05-01,09:57:22,12:14:11,Port Christopher,Danielborough,American Airlines,Boeing 737,1.64,1718.64,31976.04,6232.88,2962.92,0.0
280,2023-06-06,21:02:30,18:34:46,North Michaelton,South Kelly,Delta,Airbus A380,6.49,1591.7,27154.73,5532.74,1672.65,2.51
281,2022-09-26,09:11:22,15:32:34,West Daniel,North Mary,American Airlines,Airbus A380,4.66,886.27,12091.36,7067.52,2444.23,0.0
282,2022-11-07,06:37:29,12:52:47,Alantown,Brettbury,Southwest,Boeing 737,2.14,1902.48,23042.91,6134.52,4517.84,0.86
283,2022-11-01,22:11:31,22:47:26,Brianville,East Mathewberg,American Airlines,Airbus A320,5.61,1541.04,28478.44,5119.41,3128.79,3.72
284,2023-01-15,03:14:55,05:01:13,Lake Georgeberg,Christophermouth,United Airlines,Airbus A320,6.58,1149.57,48279.5,9470.15,4652.08,0.0
285,2022-10-03,07:05:42,01:18:15,Williamsonchester,East Edward,American Airlines,Boeing 737,1.77,2206.87,20234.79,6895.58,3967.48,0.0
286,2020-12-17,01:49:01,13:35:50,New Zacharyview,Hernandezburgh,Southwest,Airbus A320,4.73,1552.9,48299.18,5917.9,3982.58,0.0
287,2023-06-03,02:36:04,16:56:55,South Roberthaven,West Daltonchester,Southwest,Airbus A380,5.94,1574.15,19984.75,4753.94,3456.3,0.0
288,2021-01-23,17:51:47,12:56:50,Lake Steven,Robertborough,Southwest,Airbus A320,11.72,1550.17,14535.46,8129.09,4321.85,0.0
289,2020-07-25,05:23:36,18:18:33,Averyburgh,Lake Melvinburgh,JetBlue,Boeing 737,9.21,2482.4,28729.29,2334.46,4328.11,0.0
290,2022-01-17,08:07:27,07:37:02,Andreamouth,Josephburgh,Delta,Airbus A380,4.41,1627.61,49635.88,8453.68,2763.82,0.0
291,2021-11-02,17:17:48,05:41:10,Parsonstown,Mitchellton,JetBlue,Boeing 777,8.63,1003.69,27207.37,3674.64,2970.66,0.63
292,2021-08-08,16:54:57,01:34:48,Douglasview,Grayport,JetBlue,Airbus A380,10.48,2001.01,18001.37,4995.65,1531.05,1.02
293,2023-04-14,01:27:57,13:04:30,Byrdland,Joelhaven,American Airlines,Boeing 777,11.56,1068.14,26648.73,9869.68,3269.28,0.0
294,2024-05-02,00:48:33,06:18:56,Michellestad,North William,Delta,Boeing 737,1.76,2518.2,42891.05,9172.52,2075.11,3.49
295,2023-01-25,20:13:33,16:55:05,Port Jenniferside,Feliciamouth,JetBlue,Airbus A320,7.75,1453.41,34705.97,9679.07,1673.08,0.0
296,2020-12-22,07:51:19,11:53:04,Wilsontown,East Kiarastad,Southwest,Airbus A380,4.13,2783.4,30824.21,6857.75,4761.81,0.0
297,2020-02-05,02:48:33,08:54:15,Melanieberg,Port Lisa,Delta,Boeing 737,8.38,640.48,36520.79,6399.32,1143.52,3.74
298,2020-05-28,17:08:27,10:14:54,New Jeffreyfort,West Donald,JetBlue,Airbus A320,3.07,1403.33,43590.3,1169.8,3131.42,3.81
299,2022-06-15,04:44:37,13:23:37,Smithfort,Lake Robert,Southwest,Boeing 737,8.52,806.84,36236.32,698.34,3229.91,1.61
300,2024-11-13,03:41:59,17:05:04,New Crystalmouth,Toddville,American Airlines,Airbus A380,9.45,2051.14,48899.98,1959.98,4204.24,0.0
301,2021-01-21,08:39:23,07:03:06,East Jennifer,Hillport,JetBlue,Boeing 777,4.15,1828.04,49185.17,3085.8,3310.03,0.0
302,2022-07-22,21:06:01,13:59:05,Lake Troy,New Sarahstad,Southwest,Airbus A320,5.67,338.74,32906.66,9161.04,4322.58,1.19
303,2022-01-22,04:10:13,17:15:13,West Connie,New David,Delta,Airbus A380,2.59,900.31,21700.17,1333.93,1584.41,2.4
304,2021-06-20,23:34:30,18:56:05,Port Terrence,Port Bryan,Southwest,Boeing 777,2.39,894.99,33053.61,9486.46,4737.13,3.09
305,2024-10-26,23:05:34,15:25:10,South Mary,South Walter,Southwest,Airbus A380,7.13,2292.23,46961.74,2769.58,1317.75,1.08
306,2022-01-21,01:13:51,20:45:58,Port Samanthatown,Lake Elizabeth,American Airlines,Airbus A380,8.65,812.65,32604.93,7070.5,4459.14,0.0
307,2020-05-17,14:08:26,14:02:38,Kellermouth,Wagnerview,United Airlines,Airbus A320,9.65,937.01,29610.21,1445.87,1500.37,0.0
308,2021-03-23,22:23:16,11:40:00,Arielbury,Brownborough,Delta,Airbus A320,7.94,2448.88,30766.78,1003.6,4271.25,3.06
309,2024-10-20,20:25:34,05:51:44,Joanborough,Keithchester,Delta,Airbus A320,7.26,2386.84,45727.17,549.47,2677.51,0.7
310,2020-03-15,23:17:55,18:31:57,South Jasminemouth,Fraziertown,Southwest,Airbus A320,10.57,2176.56,4962.94,554.77,2345.69,0.0
311,2022-10-03,03:56:35,22:23:38,East Kyle,West Marilyn,Southwest,Boeing 737,10.36,330.18,4906.9,5176.75,4527.68,0.0
312,2025-01-29,17:47:19,11:02:16,Barnetthaven,Delgadomouth,Delta,Boeing 777,5.18,2838.59,29871.55,2941.51,4991.97,0.0
313,2020-08-13,11:32:50,09:29:06,Lake Emilystad,Christianbury,American Airlines,Airbus A320,10.06,2110.94,21118.02,1588.75,3409.66,1.67
314,2024-04-05,17:09:02,15:00:13,Fosterstad,West Tyler,Southwest,Boeing 737,7.06,1254.61,44690.1,1299.75,1748.63,0.0
315,2020-10-19,19:31:09,06:45:09,West Stephen,Josephville,United Airlines,Boeing 777,8.56,2260.51,28423.58,4808.78,4471.11,0.0
316,2020-11-16,06:20:19,10:53:07,Port Kathytown,West James,United Airlines,Airbus A380,5.2,953.0,24069.14,8821.64,3594.47,0.0
317,2023-05-05,06:10:08,22:15:24,Williamsfurt,East Seanside,JetBlue,Airbus A320,7.5,2471.82,39551.15,4339.29,4126.49,0.0
318,2022-02-05,23:39:19,22:32:35,Taylorland,South Eileenside,Southwest,Airbus A380,8.21,1952.68,31681.1,8173.34,3681.21,0.0
319,2024-09-27,08:21:12,23:21:47,Cookshire,Amytown,American Airlines,Airbus A320,6.75,1803.46,12367.55,3048.03,2450.19,0.64
320,2022-11-05,14:47:10,07:23:26,Margaretfort,Williamsfort,American Airlines,Boeing 777,11.17,2247.48,23103.31,8814.24,1095.32,0.0
321,2020-03-13,00:37:05,08:28:58,Port Hailey,Andersonshire,Southwest,Boeing 737,4.57,2229.84,5989.34,8317.85,3442.27,0.0
322,2024-06-23,06:00:44,16:05:47,New Moniquefort,Leeville,Delta,Boeing 737,3.11,2214.94,21725.9,2847.1,1941.73,0.0
323,2022-11-20,10:02:55,10:38:49,New Angelamouth,North Larry,American Airlines,Boeing 737,11.54,2361.87,32183.67,4715.13,2577.28,0.98
324,2021-07-13,18:39:05,12:48:59,West Alexis,West Kelly,American Airlines,Airbus A380,8.08,2171.4,30424.78,7840.24,3978.29,0.0
325,2022-10-20,10:13:07,11:34:04,Baxterville,Brandifort,Southwest,Boeing 777,9.51,2689.88,44706.69,3076.77,2698.61,0.0
326,2021-04-14,07:44:51,16:05:34,Davidmouth,Port Deanfurt,JetBlue,Boeing 777,8.66,1532.8,26046.31,8892.68,2711.6,1.47
327,2020-02-05,13:22:16,08:24:34,South Pamela,New Kyle,Southwest,Boeing 777,3.34,2017.81,19218.47,2072.45,4782.6,2.19
328,2021-11-02,11:38:25,04:15:36,Heatherborough,West Wanda,Delta,Airbus A380,3.17,2167.68,29066.72,7000.15,2433.07,0.7
329,2022-03-17,11:32:30,03:18:44,East Sandramouth,North Larryborough,JetBlue,Airbus A380,4.15,1839.95,37487.12,7786.03,3712.66,3.81
330,2022-05-28,13:14:09,16:29:13,Lake Mary,Jaclynview,JetBlue,Boeing 737,7.55,525.48,6079.66,1825.03,2067.23,3.57
331,2023-10-20,08:35:54,16:55:19,Smithfort,West Matthewshire,JetBlue,Airbus A380,6.68,1292.23,45041.52,6479.63,3951.53,1.95
332,2020-10-01,22:06:16,02:26:41,Perrybury,Mcintoshchester,JetBlue,Airbus A320,8.77,2317.66,16355.86,4332.98,1220.96,0.92
333,2025-01-18,19:59:05,17:19:49,South Evan,West Loriborough,Southwest,Airbus A320,2.52,385.2,43689.99,5995.45,1812.72,1.27
334,2021-05-05,22:11:04,18:23:33,Summerhaven,New Theresahaven,JetBlue,Boeing 737,5.0,893.73,43269.26,866.18,1138.11,0.0
335,2024-04-29,14:47:09,01:35:47,Jillmouth,Debbieland,Delta,Airbus A320,10.96,1518.78,39008.98,9581.83,2991.23,3.63
336,2022-03-01,06:59:20,20:25:29,Johnnyton,Jamesview,United Airlines,Airbus A320,8.84,2959.88,5489.3,3952.9,1287.03,0.0
337,2024-01-23,11:42:59,17:14:23,Lake Ashleyport,West Spencershire,JetBlue,Boeing 737,10.1,733.03,31759.09,7763.72,4339.97,3.46
338,2023-04-18,15:13:42,20:12:30,Wilsonmouth,Christophershire,American Airlines,Boeing 737,4.33,570.1,32740.54,8368.07,4425.95,0.0
339,2022-02-27,03:11:50,13:01:01,Port Andreshire,West Kristinshire,American Airlines,Boeing 777,4.9,2388.37,45476.82,8302.13,1649.34,2.67
340,2022-08-01,21:44:17,23:13:13,Ralphville,Port Jason,Delta,Airbus A320,7.15,2253.89,13298.32,4310.58,4021.48,0.0
341,2020-11-03,00:57:18,18:06:33,Chavezton,Michaelmouth,Southwest,Airbus A320,9.35,754.5,39770.11,6685.32,3373.42,0.0
342,2021-04-24,21:53:00,09:53:28,East Robertstad,East Manuel,American Airlines,Boeing 737,8.72,2640.89,25230.47,2387.46,3181.31,0.0
343,2020-04-01,16:37:08,18:16:13,West Darius,Audreyhaven,Southwest,Boeing 737,10.73,573.8,34519.0,9118.44,1473.93,1.02
344,2021-08-05,06:13:34,13:52:24,Wilcoxport,West Rebeccaville,American Airlines,Boeing 777,2.14,2442.79,22719.87,8219.57,1013.59,3.71
345,2022-06-06,15:02:48,03:35:47,Port Lauren,East Jesus,United Airlines,Airbus A320,1.91,2135.18,4230.43,4158.64,4117.35,2.33
346,2021-01-10,20:55:19,10:23:38,West Jeffrey,South Susanhaven,JetBlue,Airbus A320,1.81,1238.28,5533.73,671.0,3136.7,0.0
347,2024-02-12,06:59:11,07:20:45,East Theodore,Sabrinamouth,Southwest,Airbus A320,9.39,2328.56,42865.24,898.2,3124.86,0.0
348,2020-10-12,17:09:25,02:10:50,Kathleenfurt,South Christopherberg,United Airlines,Boeing 777,5.68,1285.64,36347.74,7460.29,1004.82,1.18
349,2021-08-31,23:38:28,13:45:40,Jessefort,Reedmouth,United Airlines,Boeing 737,6.38,1358.84,44920.41,7609.01,1770.78,3.57
350,2022-04-16,11:43:55,18:03:28,Schwartzbury,Watsonview,United Airlines,Airbus A320,2.14,1381.06,41723.86,3022.65,3145.5,0.0
351,2020-02-22,01:55:29,05:18:25,Cowanland,Willisstad,Southwest,Airbus A380,9.85,2728.23,10225.68,4757.34,1099.23,0.0
352,2023-09-04,18:35:50,16:17:49,Brownshire,Erinshire,United Airlines,Airbus A320,11.97,2816.64,47765.01,9810.39,1601.05,0.0
353,2024-08-18,13:07:05,20:56:38,Davishaven,Normafurt,Delta,Airbus A320,2.18,397.4,13783.9,1199.75,1787.31,1.26
354,2022-01-18,22:38:24,08:18:33,New Peter,North David,American Airlines,Boeing 737,7.15,374.79,22173.02,9864.3,2200.24,0.0
355,2023-11-02,22:41:13,16:59:41,Reynoldsport,New Edward,JetBlue,Airbus A380,11.85,2639.87,31583.78,2025.47,2526.48,1.92
356,2023-01-14,09:03:06,10:00:35,Cabreratown,Robinsonland,Southwest,Boeing 777,9.76,1909.44,6101.7,9694.64,4058.71,1.91
357,2021-05-18,05:45:31,16:29:04,Scottland,New Kevinmouth,Delta,Boeing 777,10.52,1582.74,13709.32,8755.48,2323.53,0.92
358,2024-01-19,12:55:14,22:07:59,New Josephchester,Port Stephanieberg,United Airlines,Boeing 737,5.2,661.03,24161.34,8693.54,1396.55,0.0
359,2024-07-18,20:35:16,20:10:44,East Rebekah,Michaelstad,JetBlue,Airbus A320,7.93,2367.25,48390.63,8918.76,4237.17,1.51
360,2021-04-07,18:13:53,04:25:54,Dunlapstad,Leehaven,American Airlines,Airbus A320,11.32,1133.78,34606.26,5477.14,1886.65,0.0
361,2020-12-13,00:05:48,19:02:40,Craigfurt,Lake Emilychester,Southwest,Boeing 777,9.54,2774.43,38304.63,8568.2,4839.96,0.0
362,2023-12-28,06:07:29,16:30:04,New Julieville,Davisborough,Delta,Boeing 777,8.33,2500.99,36941.1,8427.99,4411.9,3.69
363,2023-11-01,23:15:28,08:46:31,New Patricia,North Jeanville,American Airlines,Airbus A380,5.27,2598.8,41565.46,8085.5,3650.28,0.0
364,2020-06-08,17:00:07,12:44:05,Mitchellburgh,Carlchester,Delta,Boeing 737,9.4,1028.83,26779.83,2002.58,4661.62,2.08
365,2024-01-15,02:25:16,15:40:37,Vanessaside,Rosalesview,JetBlue,Airbus A380,4.85,2059.95,15667.91,6701.36,4980.6,3.15
366,2024-08-04,13:41:42,08:55:33,Sabrinaborough,East Michael,American Airlines,Boeing 737,6.16,2627.23,44875.78,2596.15,4465.71,0.0
367,2021-10-19,18:30:29,17:56:28,Mauriceberg,Shirleymouth,Delta,Boeing 777,5.11,2206.08,4205.93,5305.58,1660.15,2.67
368,2023-04-02,22:51:25,17:31:59,North Jeffrey,Harrisborough,Southwest,Boeing 777,4.44,2244.84,22017.46,4142.36,3316.18,1.15
369,2021-11-01,19:20:17,17:10:07,West Troyview,Samanthamouth,Delta,Airbus A380,7.27,1803.4,47471.49,8156.24,2104.72,3.52
