Customer ID,Flight ID,Rating,Feedback Comments,Date of Feedback
def19358-357c-4324-9f57-264f988a0cf0,428,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-24
33400a2a-a3da-4b3c-9d61-34e9e47aed02,407,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-17
b175edd6-4207-4ed5-be7d-2413f7408619,207,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-01-17
b8f5ba31-071a-4ccb-9bd2-7d02c1007f9e,80,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-06
38d12688-1b99-4d09-9820-cc7a7fc3c6cb,360,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-14
a993c699-c3c3-4fac-91a5-023785983973,482,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-17
daba73ef-8574-4691-8896-f9d8c6a4d1fe,751,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-01
e4a1dde8-0ff4-4b0c-9330-e89ef6bdd93f,844,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-26
7342fe7d-b48a-4159-af15-f2d727f0441a,170,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-26
c0c7874c-05bc-4701-8916-2c4492363018,340,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-04
b72fafe1-db9c-4a6f-be72-8ea97d553c8d,930,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-01-23
05cf3247-2b91-4022-a4ae-512cedbe3677,888,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-06
a2e36eef-8a8a-45a4-8240-97930cd07473,799,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-03-11
4dd44dfb-a18c-4a0b-a041-0b4cc48f50b2,170,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-27
cb8c0624-4d8a-4a1a-bb73-7433f358b381,648,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-16
fd842c0b-b1a1-448c-8a3e-ddbad7b8f596,367,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-02
abec87ef-6c1a-40ec-a613-69cf0e440084,305,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-04
36a9d301-6f8c-4530-962b-b6e37a093d32,914,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-11
7122107d-bf60-41db-ba76-1592e9e4403c,554,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-25
609d06f0-699e-4a4e-b61a-d99928e81271,332,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-11
b339cdec-55a9-4eaf-8f5e-5f616aeb97c9,250,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-19
b5518594-491f-4b9b-8460-fdb082e24f39,490,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-21
cfbf4cbb-14d8-4bbb-98cd-4c1b6d250a1a,56,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-13
346a2e20-938f-4e36-935b-e624a18a07ab,388,1,I will never fly with this airline again. Terrible experience overall.,2025-03-01
feed39d1-0267-420a-bde1-6cb3134bc0fd,320,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-06
d77ee343-915f-4bfa-b54c-cdbcd1750649,152,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-02
6fdb6f42-6f0f-44ca-a99e-451f75098786,132,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-29
ca73dca8-ab98-4fe0-8745-20a7546779d3,299,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-05
db677e4f-f7db-43f0-a092-309150b156da,88,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-23
49465009-1667-4168-8073-ea835f37cbd0,992,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-22
21cf3423-0515-49aa-9d57-b7a4beedec54,930,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-03
c040f357-ddd8-4fe7-8aed-4323d199619f,26,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-31
80d98eb6-cad5-434a-b085-d20016d94732,943,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-01
b9017c3c-0d6e-4808-8079-a5f9ac18dde0,331,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-23
fe0c6749-e823-4360-a1fd-8e7ae750a3c0,825,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-10
72a98158-6be0-4664-8b6c-423dfa990dfb,984,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-02
b52c7fc1-623d-4550-bfb1-460f2435b077,721,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-13
7c929c32-edb8-4d1e-8ae1-da502e28dcaf,669,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-04
11e35764-516b-4674-bb2b-a6ad6e75aba9,744,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-10
66654bdf-d5e1-4155-a969-eb1d8039171f,740,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-02
24738261-b97a-45ba-8c42-83abbbb98612,508,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-10
5c316fc1-a104-4a70-af8b-5d1df9453f3d,744,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-02-23
6a1e76a8-2155-4b92-8fda-dba671ca17d1,413,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-04-15
d98e0f45-4296-468b-a2a6-a0a23ee38e29,406,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-08
ecb36df1-03a7-44c4-8c1a-4d484a42364f,777,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-06
f84f0057-2cfe-4894-894f-4ee8a5d5e308,379,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-16
430c5bb3-7f64-4721-a154-cbf4ac2f0713,539,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-04-01
b6b1692b-6c8b-46e7-b9d8-f8101b4025d5,197,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-17
cad68a2f-057b-40f5-8ae2-008f22d0bb3e,482,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-02-07
ed87ae7d-5845-42f9-b8fb-6dd06b5c3292,728,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-04-10
23137b8e-8309-42e1-a3f4-55fa435074fb,678,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-05
e6ad504b-687d-48f6-9cba-6c510bf6fdc2,160,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-21
57508c89-d532-41f4-a0de-c587af5fc3a8,677,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-25
5491c124-419e-4d89-942a-5784a807cfdf,721,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-03-22
b2dd1cd4-2fcc-4b9c-95aa-ac6cd9c6f020,929,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-04-17
45a76982-5e52-4493-aac1-3bff57daa4ff,142,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-02-19
225c71f3-4649-40c3-b601-7a1ba28d8824,413,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-15
31902471-5dd0-4eb0-a76d-d8e06dc9e56c,188,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-17
ca3dbebc-8b6f-43c4-ae37-f8f4a3dd4dd2,641,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-21
86dd60c4-e751-4c0b-ba84-a67bbdd83966,747,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-21
ca8d9964-e403-4de7-8cec-f34d35e41aed,419,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-10
3b292341-8a05-4405-ba33-092118809f55,350,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-04-16
f3191d9f-1bb1-4091-bc42-f5f9fe3e3dfd,759,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-05
774cbf31-7192-4574-a10f-83184d99720a,279,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-26
3de0942a-d82f-426e-aa38-9d858457dfd4,393,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-14
90f103d6-df35-4a92-9511-26f54a582791,427,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-25
2225a59b-0fa9-43f2-88d0-4d287c78b148,96,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-02-05
0f30b19f-5b74-4f52-b466-2bb363836e9d,608,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-10
585f51ea-2e3b-4933-8246-44f881d1e9cc,783,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-06
9a180432-b7f8-4a48-8a77-cbd819d8b54c,728,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-02-24
b92ca77e-18ed-4de8-823e-da0f06ca148e,454,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-20
9e031036-612a-4b6f-9fd9-3e5b1213ab68,972,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-01-04
4923701c-147d-4568-a640-fa90b1f8a456,893,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-03-17
8745cd73-ebc0-4991-8455-459455286d22,934,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-17
495d89cc-29bc-46de-843e-5bbafa53633c,373,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-15
b0c7103a-4da9-4a99-bbfb-5931c29e052a,524,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-08
7e666f0c-6086-43a0-ae78-8689cfce5ce2,661,1,I will never fly with this airline again. Terrible experience overall.,2025-03-11
d7620e2d-314d-4bd0-885a-e948563929df,749,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-07
d4650010-9ec5-4bda-8ccb-a3dc69b1b4a6,482,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-17
cd7aa195-c3e3-409a-9694-5221a55353a1,44,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-06
3d3357ee-3a44-4b1e-b4ba-56377101472e,591,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-20
fe9c295b-38fa-42f5-9c20-a0691149bdde,573,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-10
9067b1f5-aec4-4325-897f-31666ae0eff0,23,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-26
e40bf485-ebb9-4dd7-bb4d-f0f88bebebd2,519,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-18
d4639574-1617-422e-a807-51d169073301,770,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-01-21
20353409-7def-49a4-8d74-18cebfd917d0,648,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-03-28
d53667df-e525-48b3-b668-31a28aa59d3b,644,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-26
ac6decfc-c127-47ce-b7b6-e0296cf66143,631,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-26
ea0319c4-9331-4c88-9850-2956beead7aa,44,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-18
7081d270-33f7-41af-8fe7-2880ad4a74eb,237,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-02-11
3c4ceed2-26a5-42aa-be31-78fe86ebc586,485,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-20
805eb516-21ce-4906-a648-a7a590d1b83b,242,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-27
71b19ece-73f0-4733-9fc5-f9353e1f0668,652,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-24
00775aed-5f3e-436b-8a95-1bbeb0743390,60,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-17
009b837b-87ae-426e-ac9d-26e488793002,350,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-24
5b0e2518-3917-4efd-aa58-6f1eb729c8ce,74,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-14
cd6c3dca-7b23-42ec-8751-d1df21959dd4,909,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-04-08
ede2e81d-0b9f-44b7-ace6-06d140790122,257,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-09
1d4d727a-7b50-493f-9f5b-4705e399f527,681,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-01
42e470fa-d5d6-499e-ab9e-e2385683b740,973,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-15
0f72f70a-b983-4d90-928d-e4715d3c8e13,173,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-02-14
838798dd-5604-4d99-800b-3033be035a9b,446,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-23
9e744b7c-bb6c-4c78-8133-6cd591b9d496,720,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-03
f43ec706-dc54-4464-a3db-01bdf79569ac,23,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-25
233d82a4-cf4c-45b3-aae6-1c15ad87b030,144,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-03
a6010fa4-1be4-4b57-bd79-27b42a6d1ce0,521,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-15
f43134dc-ca2a-403b-b708-481c08d457d3,383,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-17
2875f904-6ad4-464e-9eee-a7cbc2e65cce,583,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-04-06
eed2cea6-97ec-40d9-87e5-f35421cf4e03,591,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-11
eb0fa53b-b4ca-44f3-a254-191ed946a953,584,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-01-14
ecb36e0f-2069-4de7-a6ce-1b22d10b2ab5,732,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-02-11
d5652690-cf82-486b-aa34-e9d4642cca6a,37,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-27
6f121a22-11f2-42b8-bb07-308d195d21a2,355,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-06
2fd42528-2619-4373-9d26-8c0d3bea6e75,150,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-05
dba7914e-2519-4046-927a-695b4dfc83b2,385,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-21
b5dac6e7-5297-4e83-b3d6-379582c6e62c,481,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-08
ce31facf-8bd9-4114-a571-37343b93854b,320,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-03-20
a36a657d-4664-48dc-972d-1c9dc32646aa,843,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-04-03
ac0cb86d-8d94-4064-8a98-42dc5bf0c152,59,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-17
746a9a7f-e816-4dcc-b911-e7fda990afdf,639,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-02
81e23cd8-39b6-480b-a233-a56d5b29585f,356,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-01-09
adc51ee9-479a-4ebd-aabe-db76e17fb2c9,438,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-01-19
dd7e51bc-2965-416f-b452-f0377c70fdc2,830,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-12
530e9a4b-b083-4fc6-bb0f-b501d90bbf57,214,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-10
d59b4e7c-34da-47b5-824d-908293bfce45,40,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-31
95027c94-0d40-459e-9617-cbecf1136a9d,867,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-19
cf05c8ac-41d4-4cd2-8166-d61b5124961f,612,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-01
241ac93c-2bef-4cff-9000-7c315c86e1a1,697,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-08
f45e0293-e1ed-4746-8cdd-f0f4c5267a57,620,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-03
7fe8df4d-bd6c-4414-8cc2-bcd3782004c1,517,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-17
da86ff45-1af1-4344-bfdd-c3fc20037031,106,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-19
c41cce88-28f1-4ad6-aebb-24098ae533d0,703,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-02-15
6f830bb6-0550-468b-afa0-1eee99e4cfe9,755,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-11
a12fe5ef-0fa6-4057-871f-920ebcbe9a28,798,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-16
e678cafc-cf05-4778-8a4d-fe4956e9ccc0,204,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-16
d20693b2-61ab-4b6c-a675-17c5b7b4fcc9,701,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-02
9a2b0020-68ac-4d0b-84e0-bea59b33b14f,842,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-03-18
a7f27e9d-c171-4421-9328-240117748b78,204,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-06
874e6e1b-f916-4676-859f-1b6a7f420540,939,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-04-11
6c885383-c38d-4aa6-9f74-09c258dc2ff5,120,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-07
a17f5d2e-7e1d-4fea-8fa2-7f2d0b065720,847,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-01-02
ed5c19af-a892-4426-aa8c-4eea2e361bfb,758,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-17
7655e0ad-f4ce-4e9f-929f-7719f288c7fd,716,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-03-11
33dc8a49-24fd-42f1-a805-34f9a9a48be0,943,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-12
f7c77f05-2020-4c6f-8fbb-90e4ac72cf16,840,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-03
d0b71d48-7ec9-44c4-9fe5-9b13aed6157a,133,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-04-08
b9c1a9b1-c616-4b40-8888-b26aedb699e8,575,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-19
15d16cf8-539c-4b45-8d70-580a32f579f3,625,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-17
4a91452c-1757-4ed8-9fb4-a40f628fe1dc,199,1,I will never fly with this airline again. Terrible experience overall.,2025-02-20
b7cadec2-3dc1-429b-9d9a-68b11b65471d,644,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-03-27
0f8836d4-4a1d-4f90-9de1-dc89ea22f81d,262,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-21
ed8cca3d-b4fd-4061-8f50-f3cadb241277,885,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-31
b93cb772-4d8d-4940-bcd3-bb68e1de7169,619,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-05
7d9712ff-23bc-4cf0-a6bd-c1fd7842e507,17,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-04-12
a486e8cf-ac60-4b7e-beba-b8d4865fadf5,765,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-01-02
3ccde5bf-7416-4c52-98f5-0305a7b748c4,889,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-02
cbb1bd5a-050c-4e8a-8806-fa159ee6a852,270,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-16
5e617ec9-cc12-4e61-b50a-75fc487a0629,298,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-03
1f457e19-4fd4-4fa4-b429-ea9b9b92534f,320,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-02-06
6dbf5312-f47b-497a-904a-eb0a4087389f,949,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-13
818c1f0d-aa4b-49c3-b85d-49c98e2611a7,575,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-06
8a3125be-c0d9-4ff4-87ef-aab6c0dd1fa8,924,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-23
126ea699-f2fb-4d7d-9da8-08a65565f5fd,544,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-18
731918b3-7928-4be7-af12-ef6c50038a84,220,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-18
6f3ddc5e-669f-43a0-a53c-be5b92fa7a0e,193,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-14
194f9022-bd73-4c2a-935b-1dd95cb0bd8b,365,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-02-20
76b036c1-d651-4bb5-8fa7-d7e3606ea6ec,157,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-06
e7271508-c116-4903-98b4-78a371bb22e0,860,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-28
578553d2-fd10-4f89-8fc8-20317d2e1d4c,606,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-02-02
580d772c-2f14-4f3f-a03c-6b8ad81ff438,885,1,I will never fly with this airline again. Terrible experience overall.,2025-01-24
13fd5866-ee60-4c8e-87a8-3239c5df66ff,286,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-01-17
74d8a1b6-d85c-4313-9f6f-b16239dcae6b,237,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-16
337ff087-ca75-4a08-97a5-3d4eebeec455,923,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-28
6577be0e-3ba8-40ca-841a-ec5b3d7241af,939,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-04
dfc178db-2482-4650-829c-ceae897de082,390,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-01
9932e600-2c91-4f57-b1da-1d90d8e7fb64,903,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-18
7c3b8f2b-f54a-46b0-aa75-47558618e742,649,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-02
0822e07c-8ff7-40c4-845d-32a27ef976e8,87,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-05
1ca20748-a697-45d9-9062-5324379da471,128,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-28
cdeac652-547a-4c6a-8197-bb17921757a2,840,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-30
c8002cec-2e4c-4ee8-98a8-2d4f024b852e,700,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-14
7663ee49-ffc2-49f4-b794-386362d71e62,517,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-23
6b8983a0-27ed-41cb-8087-27fa4c0779fc,865,1,I will never fly with this airline again. Terrible experience overall.,2025-04-14
0827eff5-815d-45de-b16f-f2d5c5190227,604,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-25
36cace32-22ba-4bbe-95f2-29f72c53c290,760,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-04
e2ec3fac-083d-48b4-9b13-27c397cfb01c,897,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-03
4561d2de-ae33-4ff2-a8ad-552509977c5b,865,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-07
8bd48aed-988b-4758-8f8e-ac9d57c940b9,756,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-05
d328c9d7-c88f-4b6a-a7e6-7ffba1442a48,530,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-03
82b36ad9-0d02-4855-ba70-e824698cb374,993,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-18
2ba1d86d-a8dc-4b8a-b3dc-47e01de1b938,912,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-23
aa81d7a6-e867-48f9-b2ce-9aaff3edcb4b,499,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-04-07
d6ed74dc-7506-4c0d-8654-119847d0d1af,259,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-01-01
9d952264-6524-45a4-992b-6d34540f1c8e,429,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-20
da0b4dc8-1818-4c59-ae34-d105034207fd,674,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-08
f8bfc753-2bf6-496c-b778-0d4121ced75f,463,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-03-18
9dd28e33-cf5a-4686-8457-d1633d5ffbed,33,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-08
d52b3680-0db5-4f21-a2d2-8acb34562a40,989,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-18
4100f4fd-52eb-4a73-8205-2352a6e65d0f,401,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-12
66c229e7-d55a-4f49-a641-8f4787ebe073,542,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-11
75dffd59-b0f6-4d37-b45e-9e8f3f60f0d1,454,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-11
24d29266-6d41-4fd7-a37b-025bac4c7406,240,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-04-18
24b10805-8f93-46a1-9ef8-73c54cf2e5c8,252,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-15
6952781b-fd7d-49cf-945a-a8d517dcb01e,755,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-15
b3ae64f3-21c4-4cf7-8ab3-0c3cfd32cae6,575,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-03-21
